@relation 'QueryResult-weka.filters.unsupervised.attribute.Remove-R1,3_clustered'

@attribute Instance_number numeric
@attribute state {SC,LA,VA,ID,IA,KY,MO,OK,CO,IL,IN,MS,ND,NE,OH,PA,WA,WI,VT,MN,FL,NC,CA,NY,WY,MI,AK,MD,KS,TN,TX,ME,AZ,GA,AR,NJ,SD,AL,OR,WV,MA,UT,MT,NH,NM,RI,NV,DC,CT,HI,DE}
@attribute poverty numeric
@attribute population numeric
@attribute per_capita_income numeric
@attribute num_of_death numeric
@attribute num_of_birth numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9}

@data
1054,GA,16,209053,57848,5073,8668,cluster8
1055,NE,11.08,8730,48085,88,207,cluster6
1056,MT,15.8,8976,35952,84,136,cluster7
1057,AL,20.4,42971,38553,511,2273,cluster7
1058,KY,18.8,5209,38182,104,282,cluster7
1059,OH,17.3,35359,39387,439,1828,cluster7
1060,VA,16.45,242628,42201,5453,7288,cluster1
1061,MO,27,20748,38242,483,669,cluster3
1062,AR,18.3,18971,38129,437,586,cluster7
1063,OR,15.7,73347,43691,1181,3255,cluster1
1064,TX,18.31,4632,35867,80,237,cluster7
1065,GA,30.5,41064,33716,353,1426,cluster0
1066,TN,21.8,22173,29556,541,962,cluster3
1067,SC,28,34357,30519,386,606,cluster3
1068,TX,13.6,4007,53501,90,118,cluster6
1069,IA,9.19,6357,47890,114,226,cluster6
1070,TX,18.4,5810,28834,70,249,cluster7
1071,GA,23.81,11065,30858,244,249,cluster3
1072,KY,16.5,75653,51409,1544,3125,cluster1
1073,MS,22.2,37052,31496,226,1668,cluster3
1074,GA,11.75,28516,48792,650,1391,cluster6
1075,KS,10.33,1258,48606,19,39,cluster6
1076,ND,11.75,1830,59262,19,106,cluster8
1077,WY,8.5,47874,80327,647,1418,cluster5
1078,GA,13.71,26625,51747,601,498,cluster6
1079,KS,8.8,2729,47114,45,142,cluster6
1080,AL,20.5,411721,39753,5570,15698,cluster7
1081,TX,13.47,9035,45069,139,292,cluster1
1082,MT,18.43,6257,37218,43,279,cluster7
1083,GA,20.8,27528,44309,265,1279,cluster7
1084,OH,19.8,93680,69214,835,5354,cluster2
1085,LA,27.4,32505,40140,193,1549,cluster3
1086,LA,23.9,92326,33466,921,1431,cluster3
1087,NE,8.65,6588,53129,58,312,cluster6
1088,MO,11.2,23063,33352,194,576,cluster4
1089,IL,10.1,12327,53100,109,194,cluster6
1090,AR,21.7,24473,35024,247,1069,cluster7
1091,CO,16.3,13980,55913,89,217,cluster1
1092,SD,24.7,1396,46053,15,51,cluster2
1093,ME,14,34576,45520,284,1149,cluster1
1094,NC,14.9,95708,40937,1784,2391,cluster1
1095,OK,19.6,5591,52134,57,95,cluster2
1096,HI,18.3,64529,52714,1191,3371,cluster1
1097,SD,11.06,6475,50307,55,227,cluster6
1098,OR,17.69,118122,42836,2117,3428,cluster1
1099,MS,25.8,16523,31861,246,268,cluster3
1100,TX,23.57,3377,30376,77,119,cluster3
1101,VA,14.4,39184,58893,559,1840,cluster8
1102,IL,16.01,38713,42601,452,699,cluster1
1103,NE,9.7,1957,37071,40,78,cluster4
1104,NJ,15.98,785137,51021,13332,38786,cluster1
1105,WI,10.9,20315,50099,422,980,cluster6
1106,IL,19.41,4281,35596,69,98,cluster7
1107,IN,12.32,34028,45957,503,1823,cluster6
1108,NV,10,4662,39940,75,85,cluster4
1109,TX,18.8,3677,32111,32,116,cluster7
1110,CO,9.33,16089,58565,222,258,cluster8
1111,MO,19.6,22977,34497,304,789,cluster7
1112,MT,14.97,6091,39479,78,138,cluster4
1113,MO,19.4,15037,39399,186,755,cluster7
1114,SC,20.9,137948,40577,1235,3934,cluster7
1115,TX,19.5,917,37395,18,14,cluster7
1116,IN,16.66,24285,37292,396,518,cluster7
1117,MI,22,22703,37840,120,1300,cluster7
1118,TX,24.7,2927,35496,33,55,cluster3
1119,OH,19.3,40666,48521,516,1220,cluster1
1120,WI,12.3,44274,40930,741,1741,cluster4
1121,GA,23.3,13295,32626,241,683,cluster3
1122,NV,9.64,16735,61680,274,734,cluster8
1123,TX,19.67,10716,43871,177,444,cluster7
1124,MI,15.5,51988,44626,777,2413,cluster1
1125,TX,18,50074,38685,741,2221,cluster7
1126,TN,12.94,163686,52704,3447,8243,cluster6
1127,TN,20.8,38785,53935,769,1376,cluster2
1128,MI,21.3,89112,51030,1361,2416,cluster2
1129,FL,25.6,283769,46014,3583,6909,cluster2
1130,GA,14.6,23144,30020,235,451,cluster4
1131,WV,17.4,30305,37025,351,962,cluster7
1132,ID,17.8,19226,39802,178,339,cluster7
1133,AK,8.2,54665,57347,893,2767,cluster8
1134,NE,12.3,802,31764,13,22,cluster4
1135,IL,11.2,39944,40527,273,1554,cluster4
1136,MO,15.83,12566,35697,284,541,cluster7
1137,TN,20.3,7826,31486,41,389,cluster7
1138,WY,12.71,11759,49929,272,185,cluster6
1139,MA,10.4,156044,57558,1241,4225,cluster8
1140,MN,9.8,28059,55946,369,1310,cluster6
1141,SC,17.2,34445,28083,635,1554,cluster7
1142,LA,21.6,111492,48957,936,1771,cluster2
1143,CA,16.33,1436105,52236,10826,33176,cluster1
1144,MO,23.72,18716,27007,160,483,cluster3
1145,NC,19.7,68984,34954,519,1755,cluster7
1146,OK,15.5,601961,44231,5342,9654,cluster1
1147,WI,13.2,15737,46595,221,814,cluster6
1148,IN,9.8,67552,36424,747,1325,cluster4
1149,IL,14.42,8425,41446,171,142,cluster4
1150,OH,16.59,237270,39447,4260,5536,cluster7
1151,TX,20.4,48473,34910,514,747,cluster7
1152,IN,13.2,37862,41853,351,781,cluster4
1153,MS,19.88,84156,40983,1399,1622,cluster7
1154,CO,13.8,5773,33540,89,102,cluster4
1155,MO,13.8,9535,39071,199,344,cluster4
1156,KS,13.1,116383,47335,627,2191,cluster6
1157,MO,27.7,18488,34544,260,490,cluster3
1158,IN,12.8,56287,66023,483,2915,cluster8
1159,NJ,3.92,128038,99216,2359,3123,cluster5
1160,LA,16.7,14729,31421,408,477,cluster7
1161,IL,14.1,39407,38992,214,971,cluster4
1162,FL,14.15,138894,42053,2140,6976,cluster1
1163,IL,11.01,19836,48671,463,775,cluster6
1164,WI,14.8,70433,46725,766,3700,cluster1
1165,OK,8.4,9785,40797,75,276,cluster4
1166,NY,15.6,4923,45474,55,108,cluster1
1167,CA,24.2,44742,50962,315,1655,cluster2
1168,AR,19.2,232268,52717,3652,9356,cluster2
1169,MI,15.3,60796,40693,608,2288,cluster1
1170,WI,11.5,14727,43976,203,419,cluster6
1171,MO,22.6,38921,33211,453,906,cluster3
1172,GA,8.2,27247,38024,275,474,cluster4
1173,SD,10.35,5978,50864,149,286,cluster6
1174,KY,19.1,15575,28045,239,401,cluster7
1175,IA,11.44,7544,48718,182,168,cluster6
1176,TX,17.9,4082,34601,60,92,cluster7
1177,TX,18.28,7247,35816,75,155,cluster7
1178,TN,23.6,23805,35948,250,551,cluster3
1179,AL,23,147257,43182,1488,4424,cluster2
1180,TN,40.4,11521,33495,258,337,cluster0
1181,MS,23.4,10475,30200,257,281,cluster3
1182,AR,25.1,42782,36934,546,892,cluster3
1183,NJ,11,326869,93777,6836,14310,cluster5
1184,WV,19.59,16916,39055,298,562,cluster7
1185,MN,12.6,36053,54231,809,1111,cluster6
1186,KS,9.94,3120,44774,30,120,cluster6
1187,PA,7.4,4939,39346,89,214,cluster4
1188,ND,17.42,1309,40593,18,69,cluster7
1189,TX,18.9,13559,34878,279,554,cluster7
1190,WV,12.7,23509,38197,361,571,cluster4
1191,RI,10.4,49542,60631,976,1271,cluster8
1192,MN,13.8,18837,50523,435,389,cluster6
1193,WV,23.8,27179,36730,675,612,cluster3
1194,SC,15.4,263868,40697,6214,8657,cluster1
1195,IA,6.14,12459,54645,206,362,cluster6
1196,MI,11,160472,40540,3303,8745,cluster4
1197,UT,5.45,1156,48751,8,63,cluster6
1198,KS,9.19,6483,46927,40,126,cluster6
1199,AK,12.1,2399,46111,40,88,cluster6
1200,WV,21.6,90080,42247,553,4999,cluster7
1201,MN,13.4,32224,58065,197,680,cluster8
1202,VA,11.7,10731,45686,264,558,cluster6
1203,IL,22.3,35037,50304,746,1223,cluster2
1204,TX,11.67,2074,46597,29,35,cluster6
1205,VA,9.66,310445,58110,7341,9094,cluster8
1206,IN,16,267613,42316,2827,12069,cluster1
1207,NC,15.5,54582,30861,1027,1988,cluster7
1208,LA,32.82,12004,23240,201,594,cluster0
1209,OH,11.2,42402,49909,400,1062,cluster6
1210,NE,9.8,6659,46553,43,127,cluster6
1211,MN,10.7,5989,43715,52,252,cluster6
1212,AR,30.12,50525,34905,780,1347,cluster0
1213,AR,32.3,8458,36191,157,264,cluster0
1214,AL,20.77,13609,32940,339,477,cluster7
1215,MO,16.94,25566,39554,337,931,cluster7
1216,ND,13.6,7392,48378,79,139,cluster1
1217,VA,10.99,28674,52496,396,1115,cluster6
1218,IN,8.5,26042,47387,326,498,cluster6
1219,AR,15.5,20799,37475,222,834,cluster7
1220,MN,12.05,39349,46860,526,1485,cluster6
1221,GA,19,22555,51127,254,843,cluster1
1222,AK,19.4,30796,69844,558,1035,cluster8
1223,OH,17.79,66212,42141,648,3044,cluster1
1224,WA,20.38,7689,34543,161,127,cluster7
1225,UT,16.2,1063842,58743,24249,55599,cluster9
1226,MI,11.8,23815,38157,304,1147,cluster4
1227,IA,14.82,22530,47598,510,852,cluster1
1228,ND,15.2,7873,63921,82,265,cluster8
1229,OR,19.1,30745,32412,494,1675,cluster7
1230,OK,12.66,261281,51900,4373,5845,cluster6
1231,MO,12.1,35432,35688,742,1544,cluster4
1232,AR,15.63,5144,35464,70,153,cluster7
1233,TN,30.9,57784,37164,669,1558,cluster0
1234,TX,9,6157,53302,50,116,cluster6
1235,MO,21.2,992408,55290,22786,31899,cluster2
1236,LA,24.7,131942,52865,1089,5834,cluster2
1237,OK,12.1,61189,45370,1401,1593,cluster6
1238,KS,13.3,64084,55182,944,3507,cluster6
1239,SD,17.03,3001,37919,39,84,cluster7
1240,GA,18.37,95989,40159,2400,4998,cluster7
1241,SD,10.98,3423,41975,83,167,cluster4
1242,CO,16,56953,54088,1276,1628,cluster1
1243,OH,17.64,30970,36441,465,913,cluster7
1244,AK,34.1,685,49331,10,19,cluster0
1245,AK,11.8,2552,49890,59,112,cluster6
1246,TX,19.5,86531,47394,915,2807,cluster1
1247,MN,21.2,15927,38871,373,735,cluster7
1248,MO,21,37648,38800,375,1290,cluster7
1249,FL,18.5,586908,44377,9834,15020,cluster1
1250,IL,6.77,923222,74122,20348,22698,cluster5
1251,UT,36.9,115269,47367,774,2720,cluster0
1252,CA,8.5,33658,47480,819,1070,cluster6
1253,PA,14.85,42419,41010,869,1447,cluster1
1254,ME,11.4,57481,41280,651,1491,cluster4
1255,CO,21.2,147848,46940,891,8117,cluster2
1256,MI,19.34,63185,41023,1028,2386,cluster7
1257,AL,28.27,32915,32345,491,922,cluster3
1258,VA,9.1,24970,47760,207,843,cluster6
1259,KS,10.9,30969,58445,290,472,cluster8
1260,VA,6.9,46502,56897,508,1551,cluster8
1261,MN,10.22,36534,54971,402,1423,cluster6
1262,MN,15.5,12135,49545,247,637,cluster1
1263,NY,14.31,81945,49025,663,3747,cluster1
1264,NE,15.3,727,39140,6,33,cluster4
1265,TN,14.12,40917,39935,353,874,cluster4
1266,NY,12,41398,46846,478,1152,cluster6
1267,OK,23.3,741781,43623,4197,32556,cluster2
1268,IA,8.3,11278,48191,196,407,cluster6
1269,SD,15.26,32226,48233,702,935,cluster1
1270,NY,14,99265,82585,1175,3404,cluster5
1271,ND,7.28,1950,54695,28,91,cluster6
1272,FL,11.3,70576,57605,1297,2719,cluster8
1273,OK,17.5,265638,54036,2634,9356,cluster1
1274,VA,10.7,61414,41031,852,2669,cluster4
1275,TX,17.75,1341,30488,29,35,cluster7
1276,GA,23.1,114552,36920,2450,5876,cluster3
1277,KS,17.76,13331,37353,75,449,cluster7
1278,KY,16,58095,75724,1139,2995,cluster5
1279,IN,13.61,358327,47411,5419,12128,cluster1
1280,SC,17.85,357704,49432,3850,8874,cluster1
1281,KY,17.2,18982,35617,353,792,cluster7
1282,IL,12,6019,49280,89,177,cluster6
1283,AR,19.75,22858,34478,393,861,cluster7
1284,TX,16.2,243237,39756,2583,9991,cluster1
1285,CA,17.7,256218,60247,5197,6810,cluster8
1286,NE,11,589,39143,3,22,cluster4
1287,UT,13.2,46750,41804,802,2322,cluster4
1288,IN,13.5,10424,42497,115,326,cluster4
1289,NC,22.5,480362,42415,6274,22752,cluster2
1290,CA,16.12,421898,52746,8839,11279,cluster1
1291,MN,6.93,89319,68646,2077,2049,cluster8
1292,SD,11.4,1316,48342,26,31,cluster6
1293,AL,13.3,179878,47618,1798,3350,cluster1
1294,MO,20.63,4126,33381,54,186,cluster7
1295,UT,15.27,2737,39593,16,120,cluster4
1296,IL,13.27,29848,49430,473,1237,cluster6
1297,KS,14.4,5272,42071,121,244,cluster1
1298,OH,14.6,41339,51216,923,987,cluster1
1299,NE,9.47,729,38397,10,35,cluster4
1300,UT,20.44,1497,34079,35,53,cluster7
1301,VA,8.3,9757,39394,206,409,cluster4
1302,GA,26.9,8791,30489,122,348,cluster3
1303,KY,25.3,4851,39087,56,250,cluster3
1304,GA,22.5,129703,52887,816,2046,cluster2
1305,IL,10,511892,65430,2777,8820,cluster8
1306,NC,23.7,115761,40956,827,2147,cluster3
1307,KY,25.3,31735,27545,561,1527,cluster3
1308,IL,9.66,5271,48361,63,266,cluster6
1309,GA,35.1,4213,32674,27,103,cluster0
1310,IL,20.7,50281,63167,771,1430,cluster2
1311,VA,11,6844,50425,69,339,cluster6
1312,TN,19.7,51722,37279,1085,2698,cluster7
1313,FL,13,14584,40523,199,310,cluster4
1314,FL,12.08,154104,53155,1465,3381,cluster6
1315,MT,17.3,9198,38632,111,240,cluster7
1316,IL,13.9,14661,39964,352,701,cluster4
1317,SC,25.2,69756,37187,715,1546,cluster3
1318,IA,12.2,15344,51773,277,448,cluster6
1319,KY,25.91,6832,27570,116,123,cluster3
1320,CO,11.14,584948,57042,3022,26799,cluster8
1321,FL,18.1,1356545,51217,31668,68620,cluster9
1322,KY,17.6,28543,27137,640,671,cluster7
1323,TX,19.5,7130,38504,78,291,cluster7
1324,NC,23.09,59542,35587,1440,1744,cluster3
1325,MS,23.34,10872,31249,91,471,cluster3
1326,ID,16.67,10255,35232,229,389,cluster7
1327,KY,29.95,13443,26344,237,450,cluster0
1328,OK,14.17,20034,48420,266,1069,cluster1
1329,MA,9.4,215423,58616,2681,9747,cluster8
1330,NH,15.1,77045,49126,1150,2164,cluster1
1331,IL,4.6,112498,49414,1459,3622,cluster6
1332,FL,24.46,14671,29482,137,488,cluster3
1333,MI,11,418408,40483,3828,10462,cluster4
1334,MO,17.7,17740,48977,116,271,cluster1
1335,AK,16.68,5737,42649,42,231,cluster1
1336,AL,20.09,26781,33835,613,1329,cluster7
1337,IA,12.2,61950,68568,353,987,cluster8
1338,WI,9,45100,45790,374,1534,cluster6
1339,IA,13.02,14274,39670,130,707,cluster4
1340,OR,16,6889,38522,76,105,cluster7
1341,MO,14.29,76632,41755,488,2871,cluster1
1342,VA,11.7,11236,47769,187,288,cluster6
1343,VA,9.76,36901,58282,550,903,cluster8
1344,MO,20.5,23339,38788,371,762,cluster7
1345,NE,12.95,3775,40240,43,76,cluster4
1346,WI,13.5,30260,43823,630,1223,cluster1
1347,VT,12.21,29006,50192,464,878,cluster6
1348,TN,22.7,30279,40052,306,620,cluster3
1349,TN,17.7,11673,37167,249,566,cluster7
1350,OH,16.2,30694,37923,487,830,cluster7
1351,MN,15.2,10869,45149,193,355,cluster1
1352,MD,15.8,99190,45788,2327,4117,cluster1
1353,IN,11.2,60463,60551,762,1863,cluster8
1354,TN,17.17,27912,36392,638,551,cluster7
1355,KY,18.2,4754,39376,103,237,cluster7
1356,TX,6.7,7259,40970,151,126,cluster4
1357,LA,14,10439,34855,180,282,cluster4
1358,NY,16.7,108519,52774,2468,2524,cluster1
1359,KY,22,7164,25321,149,189,cluster3
1360,TX,12.9,133473,43181,879,2454,cluster4
1361,GA,23.9,8499,30308,113,347,cluster3
1362,MN,10.84,4105,44658,57,124,cluster6
1363,SD,8.7,1939,44826,12,72,cluster6
1364,KY,10.35,75109,52033,1254,1863,cluster6
1365,NE,15.1,1972,42152,39,102,cluster1
1366,MI,20.4,48686,38846,752,2223,cluster7
1367,AK,24.6,5770,33998,66,145,cluster3
1368,NM,23.5,29388,35842,363,879,cluster3
1369,ND,8.1,2171,53347,25,70,cluster6
1370,ID,12.4,7734,39555,50,145,cluster4
1371,NE,15.7,19718,65554,152,901,cluster8
1372,TX,22.63,4176,34294,88,88,cluster3
1373,TX,18.3,3293,28656,25,164,cluster7
1374,IA,15.7,20639,52442,162,409,cluster1
1375,MN,8.3,19244,50732,285,507,cluster6
1376,NC,24.8,78353,36645,791,1819,cluster3
1377,MN,11.3,34327,48959,690,1020,cluster6
1378,GA,23.18,14367,32990,334,425,cluster3
1379,KY,18.8,296545,45820,4249,12598,cluster1
1380,IN,17,70876,53738,1168,3075,cluster1
1381,IA,12.26,20406,46356,216,424,cluster6
1382,ND,12.2,3080,46292,61,94,cluster6
1383,GA,28,25384,37818,311,960,cluster3
1384,MS,30.4,140298,45993,2651,2734,cluster0
1385,TN,16.5,13340,40329,300,358,cluster7
1386,NM,16.6,663,30941,8,17,cluster7
1387,IL,6.9,34424,49001,331,585,cluster6
1388,AR,18.3,17952,33401,247,398,cluster7
1389,TX,20.6,19713,36611,243,554,cluster7
1390,NY,14.3,62871,50094,676,1778,cluster1
1391,WI,9.3,49634,69658,515,2242,cluster8
1392,TX,17.1,34581,40446,356,1819,cluster7
1393,IN,15.7,43083,46573,892,931,cluster1
1394,SD,12.1,3377,60052,73,100,cluster8
1395,KS,18.4,4593,42565,76,155,cluster7
1396,WI,13.2,132661,66616,968,7125,cluster8
1397,PA,17.5,42696,44632,945,654,cluster1
1398,RI,8.23,82695,65755,477,1916,cluster8
1399,GA,26.6,23462,31088,240,518,cluster3
1400,MS,43.3,17940,32501,180,296,cluster0
1401,CO,10.12,27972,60397,241,1160,cluster8
1402,SC,13.8,15763,30170,183,597,cluster4
1403,IA,16.5,37273,42444,571,1651,cluster1
1404,CO,13.87,28175,41246,534,818,cluster4
1405,OH,15.56,101345,38683,1202,4294,cluster7
1406,KY,19.79,24103,37545,376,573,cluster7
1407,TX,19.04,6023,35978,130,267,cluster7
1408,KS,16.97,178941,44816,1673,8129,cluster1
1409,TX,8.9,3844,38963,23,194,cluster4
1410,NY,17.7,1499273,85717,22478,40900,cluster5
1411,WA,17.1,101996,47714,1540,5379,cluster1
1412,GA,27.15,8875,25480,162,309,cluster3
1413,NY,11.3,215124,47548,4678,4511,cluster6
1414,TX,17.5,26812,34490,336,412,cluster7
1415,WY,12,45267,64747,557,1253,cluster8
1416,ND,8.07,2490,52982,53,66,cluster6
1417,MS,26.4,10335,29162,58,302,cluster3
1418,MO,13.6,18406,37169,434,906,cluster4
1419,KS,18.2,34911,36670,279,760,cluster7
1420,FL,26,265714,42393,1654,5590,cluster3
1421,OH,13.9,217241,73598,4267,7197,cluster8
1422,IN,9.5,19462,42942,332,519,cluster6
1423,VA,6.5,16080,37568,86,461,cluster4
1424,OH,14.26,375087,42190,4343,9970,cluster1
1425,KY,26.81,64904,33881,1182,3405,cluster3
1426,ME,16,50947,36249,1215,1314,cluster7
1427,MD,9.09,871233,70114,6655,44503,cluster8
1428,AR,17.2,98479,36690,1783,2691,cluster7
1429,TX,10,834642,81992,8905,20980,cluster5
1430,KY,13.03,160406,50150,3806,3445,cluster6
1431,OH,11.5,143712,55805,1024,6243,cluster8
1432,KS,15.84,16449,40651,334,624,cluster1
1433,GA,18.86,21134,39206,287,433,cluster7
1434,OK,19.7,8832,49416,108,332,cluster2
1435,MS,18.9,14338,37362,158,493,cluster7
1436,IN,12.12,74989,51210,1101,3089,cluster6
1437,NY,15.2,49933,42747,273,1419,cluster1
1438,TX,15.9,15382,39111,104,328,cluster7
1439,OH,14.6,163587,54038,3997,5554,cluster1
1440,MO,10.99,53076,50523,736,2293,cluster6
1441,NY,18.2,35305,47297,823,1389,cluster1
1442,MT,27.7,6485,31724,72,118,cluster3
1443,WV,18.4,26387,31915,360,576,cluster7
1444,IL,14.4,17731,43045,327,300,cluster1
1445,MT,13.6,1173,36638,25,33,cluster4
1446,MI,19.17,21570,33222,238,702,cluster7
1447,IN,10.55,165537,62178,2905,4945,cluster8
1448,IL,13.7,34699,45580,547,1822,cluster1
1449,SD,10.76,8338,49649,99,375,cluster6
1450,OK,27.3,45051,41589,1039,1878,cluster3
1451,MI,16.5,106077,52300,603,3311,cluster1
1452,MS,22.5,36766,28984,438,605,cluster3
1453,MO,20.54,4381,33322,26,114,cluster7
1454,UT,13.7,12645,47316,184,430,cluster1
1455,ID,16.76,9209,39327,142,308,cluster7
1456,IL,7.6,38647,55150,216,837,cluster6
1457,MS,17.2,40962,42255,680,1132,cluster1
1458,TX,17.66,35371,40441,574,1508,cluster7
1459,CA,16.3,702612,50431,7150,17834,cluster1
1460,MS,32.6,57860,39424,1138,3091,cluster0
1461,TX,19.5,23161,33650,561,533,cluster7
1462,AL,18.6,660009,43967,6895,13733,cluster1
1463,KY,25.9,29237,48452,373,1157,cluster2
1464,MN,5.7,126437,68387,1831,5970,cluster8
1465,LA,16.2,93682,48436,1265,3179,cluster1
1466,IN,16.6,25815,40656,284,1229,cluster1
1467,KY,20.5,7780,28893,153,380,cluster7
1468,KY,16.6,18675,31032,159,849,cluster7
1469,GA,14.1,14618,42992,236,611,cluster1
1470,IA,15.3,46891,63310,888,799,cluster8
1471,CO,9.6,58298,81040,1007,2971,cluster5
1472,KS,13.73,4371,44133,70,71,cluster1
1473,WV,23.3,7202,34444,52,291,cluster3
1474,NE,7.9,165853,68118,905,2760,cluster8
1475,SD,21.44,3806,37914,55,106,cluster7
1476,OK,12.8,5481,35615,137,143,cluster4
1477,TX,13.4,14274,42097,134,216,cluster4
1478,WI,13.5,29297,48566,258,1247,cluster6
1479,DE,11.8,192747,48582,1022,9328,cluster6
1480,KS,13.2,75227,60848,377,4213,cluster8
1481,TN,27.3,62746,36787,585,3365,cluster3
1482,WY,12.4,38719,45998,398,633,cluster6
1483,WI,9.87,20589,54727,480,987,cluster6
1484,SD,16.2,4077,31312,100,164,cluster7
1485,MI,13.67,2173,38207,52,49,cluster4
1486,CA,14.9,29114,35438,284,488,cluster4
1487,WV,14.9,5847,36999,128,127,cluster4
1488,LA,27.1,22447,41277,561,873,cluster3
1489,MN,11.3,13842,43256,346,353,cluster4
1490,WI,12.44,37468,53280,431,1496,cluster6
1491,WY,12,41226,67508,237,694,cluster8
1492,CO,16.8,11943,37837,101,576,cluster7
1493,TX,12.9,15445,52865,256,404,cluster6
1494,OH,12.5,173684,65670,2990,3827,cluster8
1495,GA,11.8,24392,43777,184,1128,cluster4
1496,MT,20.7,2024,38878,11,54,cluster7
1497,MI,19,108008,55229,2435,5212,cluster2
1498,PA,12.7,207389,47823,3219,9441,cluster6
1499,MS,18.33,48472,39853,715,984,cluster7
1500,MI,15.4,8127,37180,119,266,cluster4
1501,VA,9.76,33395,53267,205,1786,cluster6
1502,MO,10.8,18847,43200,273,747,cluster4
1503,AZ,21.6,20012,33818,231,349,cluster7
1504,NJ,6.1,580470,59022,4933,28559,cluster8
1505,IA,16.8,6208,44939,143,216,cluster1
1506,WV,23.98,7652,28581,62,194,cluster3
1507,CA,21.3,152218,42054,2515,3977,cluster7
1508,MN,9.65,7193,49670,137,223,cluster6
1509,NE,13.54,2519,37241,13,129,cluster4
1510,OK,15.5,6179,38129,50,211,cluster4
1511,MS,37.5,27414,40337,187,1458,cluster0
1512,NV,20.5,51327,48035,854,903,cluster2
1513,SC,13.49,74418,42142,625,2620,cluster4
1514,NC,16,969031,55392,22221,31335,cluster8
1515,NC,18.77,5822,35810,124,248,cluster7
1516,AR,21.31,76246,37704,834,2735,cluster7
1517,LA,19.4,21722,46626,130,686,cluster1
1518,IA,9.99,17658,50231,318,723,cluster6
1519,CO,8.2,4530,61657,69,186,cluster8
1520,MS,26.6,34900,35653,356,1168,cluster3
1521,WA,21,88098,42514,640,1608,cluster7
1522,NH,6.6,43074,57444,888,1311,cluster8
1523,NE,12.31,7280,44705,131,315,cluster6
1524,IN,13.24,25944,44574,342,500,cluster1
1525,NM,18.1,65784,38008,739,3411,cluster7
1526,IA,9.1,43609,43982,915,1202,cluster6
1527,KS,21.2,6596,36575,106,125,cluster7
1528,MT,15.5,6771,40522,85,162,cluster1
1529,NY,23.8,298284,53783,3578,14195,cluster2
1530,TX,28.35,197632,37623,4671,7082,cluster3
1531,VT,16.4,36697,48306,640,1256,cluster1
1532,TX,32.58,7222,24567,69,122,cluster0
1533,IA,13,9086,43016,95,142,cluster4
1534,UT,10.1,20784,45243,298,586,cluster6
1535,GA,38.1,1812,26863,45,51,cluster0
1536,CO,16.7,13911,55818,187,329,cluster1
1537,TX,10.7,1259,49064,28,60,cluster6
1538,DE,8.9,157741,51490,1357,2364,cluster6
1539,NE,9.42,7216,51019,146,321,cluster6
1540,IL,10.81,520271,66133,8068,16550,cluster8
1541,MT,14.4,6165,37441,128,132,cluster4
1542,WY,9.87,29239,53217,192,911,cluster6
1543,MO,39,6036,43587,84,302,cluster0
1544,AR,18.6,42157,34421,233,1415,cluster7
1545,WV,20.6,11833,36487,295,438,cluster7
1546,TX,13.8,3743,46713,84,125,cluster1
1547,CA,26.8,129623,38254,1340,3521,cluster3
1548,IL,18.51,5528,36722,67,165,cluster7
1549,IA,11.19,16590,50289,364,491,cluster6
1550,AR,28.97,11721,27966,168,298,cluster3
1551,NE,10.31,6342,45336,122,145,cluster6
1552,AR,30.3,7991,31350,92,383,cluster0
1553,VA,6.85,26061,62086,533,745,cluster8
1554,GA,16.75,949599,54893,17768,37724,cluster1
1555,NH,10.27,47641,45582,567,1497,cluster6
1556,TX,16,1561,35983,23,43,cluster7
1557,OR,10.21,380207,58496,9477,9834,cluster8
1558,IL,16.28,16398,38743,240,366,cluster7
1559,WY,11.7,16995,58175,114,301,cluster8
1560,VA,20.1,15183,32611,380,351,cluster7
1561,NE,8.9,2931,52339,26,159,cluster6
1562,IN,14.2,76499,47811,686,1573,cluster1
1563,SD,11.7,13727,27307,87,390,cluster4
1564,WY,12,11581,44137,243,455,cluster6
1565,IA,12,166650,47800,1873,8032,cluster6
1566,VA,22.3,23123,37226,571,890,cluster3
1567,TX,20.9,52044,56591,419,2845,cluster2
1568,NC,20.55,47691,38248,872,1793,cluster7
1569,TN,23.2,57029,39522,969,2095,cluster3
1570,SC,19.5,10140,34963,53,454,cluster7
1571,AR,15.3,34634,35888,395,628,cluster4
1572,MI,21.3,47959,43060,815,1816,cluster7
1573,AR,21.65,14006,35854,131,745,cluster7
1574,TX,19.6,751296,36064,16812,23184,cluster7
1575,FL,14.86,173094,40411,1644,3407,cluster1
1576,OH,12.85,44687,43181,771,2329,cluster4
1577,LA,17.5,40544,35861,825,1175,cluster7
1578,CO,34.7,610345,45415,4341,11113,cluster0
1579,MI,10.83,84063,53764,1806,3740,cluster6
1580,IN,11.6,17119,47905,295,285,cluster6
1581,WA,16.1,258332,58556,4027,5802,cluster8
1582,CO,24.7,18150,44651,317,887,cluster2
1583,WY,19.24,36889,45651,404,1907,cluster1
1584,WV,13.5,30571,39110,698,1599,cluster4
1585,KY,19.8,14447,42419,304,299,cluster7
1586,CA,12.8,266971,53620,5848,10574,cluster6
1587,NJ,11.02,65902,53890,576,3509,cluster6
1588,FL,13,148817,47120,3376,3477,cluster6
