@relation 'QueryResult-weka.filters.unsupervised.attribute.Remove-R1,3_clustered'

@attribute Instance_number numeric
@attribute state {SC,LA,VA,ID,IA,KY,MO,OK,CO,IL,IN,MS,ND,NE,OH,PA,WA,WI,VT,MN,FL,NC,CA,NY,WY,MI,AK,MD,KS,TN,TX,ME,AZ,GA,AR,NJ,SD,AL,OR,WV,MA,UT,MT,NH,NM,RI,NV,DC,CT,HI,DE}
@attribute obesity_rate numeric
@attribute diabetes_rate numeric
@attribute excercise_rate numeric
@attribute no_of_hospitals numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9}

@data
1418,MO,35,11,11,3,cluster2
1419,KS,35,11,12,6,cluster2
1420,FL,31,9,9,6,cluster5
1421,OH,31,9,13,3,cluster5
1422,IN,38,9,10,3,cluster3
1423,VA,38,12,6,0,cluster6
1424,OH,34,11,9,12,cluster2
1425,KY,41,15,5,6,cluster7
1426,ME,39,12,10,6,cluster6
1427,MD,36,11,7,0,cluster2
1428,AR,31,11,5,9,cluster2
1429,TX,29,8,9,33,cluster5
1430,KY,35,10,13,3,cluster3
1431,OH,35,10,11,6,cluster3
1432,KS,42,12,19,3,cluster6
1433,GA,33,13,9,3,cluster2
1434,OK,36,10,0,3,cluster3
1435,MS,47,11,0,3,cluster6
1436,IN,37,10,11,6,cluster3
1437,NY,34,9,6,3,cluster3
1438,TX,35,9,0,0,cluster3
1439,OH,35,10,11,6,cluster3
1440,MO,44,10,8,3,cluster1
1441,NY,38,10,0,0,cluster1
1442,MT,41,12,0,0,cluster6
1443,WV,38,13,4,3,cluster0
1444,IL,36,10,6,3,cluster3
1445,MT,37,8,0,3,cluster8
1446,MI,41,12,9,3,cluster6
1447,IN,35,10,7,3,cluster3
1448,IL,32,9,6,6,cluster5
1449,SD,31,9,13,3,cluster5
1450,OK,37,11,4,9,cluster1
1451,MI,35,9,13,6,cluster3
1452,MS,44,14,8,3,cluster7
1453,MO,39,11,0,0,cluster1
1454,UT,34,8,8,6,cluster8
1455,ID,35,11,0,3,cluster2
1456,IL,36,10,8,3,cluster3
1457,MS,39,13,7,3,cluster0
1458,TX,40,11,9,3,cluster1
1459,CA,33,10,5,21,cluster3
1460,MS,36,13,5,6,cluster0
1461,TX,37,13,0,3,cluster0
1462,AL,34,12,10,24,cluster2
1463,KY,42,11,3,0,cluster1
1464,MN,29,6,11,6,cluster9
1465,LA,39,13,6,9,cluster0
1466,IN,40,13,11,3,cluster0
1467,KY,43,11,0,0,cluster1
1468,KY,43,13,5,3,cluster6
1469,GA,38,12,7,0,cluster6
1470,IA,41,8,9,0,cluster8
1471,CO,26,6,12,0,cluster9
1472,KS,39,12,0,3,cluster6
1473,WV,40,13,14,0,cluster0
1474,NE,31,8,14,6,cluster5
1475,SD,43,11,0,0,cluster1
1476,OK,38,11,0,0,cluster1
1477,TX,35,10,0,3,cluster3
1478,WI,39,10,3,6,cluster1
1479,DE,31,12,15,9,cluster2
1480,KS,34,9,7,6,cluster3
1481,TN,39,12,5,6,cluster6
1482,WY,28,8,16,6,cluster5
1483,WI,41,9,5,0,cluster1
1484,SD,47,16,0,0,cluster7
1485,MI,39,13,0,0,cluster0
1486,CA,39,8,7,3,cluster8
1487,WV,46,14,0,0,cluster7
1488,LA,39,13,9,3,cluster0
1489,MN,33,10,15,3,cluster3
1490,WI,33,8,11,6,cluster8
1491,WY,33,7,13,3,cluster8
1492,CO,26,7,25,3,cluster9
1493,TX,38,9,7,3,cluster3
1494,OH,33,11,12,9,cluster2
1495,GA,37,12,8,3,cluster2
1496,MT,31,9,0,0,cluster5
1497,MI,36,10,9,6,cluster3
1498,PA,37,11,11,12,cluster2
1499,MS,37,9,11,3,cluster3
1500,MI,37,12,0,3,cluster6
1501,VA,39,11,9,0,cluster1
1502,MO,36,11,5,3,cluster2
1503,AZ,34,13,0,3,cluster0
1504,NJ,29,11,10,12,cluster2
1505,IA,37,10,16,0,cluster3
1506,WV,42,12,0,3,cluster6
1507,CA,36,9,6,3,cluster3
1508,MN,37,11,14,6,cluster2
1509,NE,38,11,0,0,cluster1
1510,OK,41,11,0,0,cluster1
1511,MS,40,12,11,6,cluster6
1512,NV,34,10,15,3,cluster3
1513,SC,35,12,3,3,cluster2
1514,NC,28,8,16,21,cluster5
1515,NC,39,13,19,0,cluster0
1516,AR,43,14,3,3,cluster7
1517,LA,43,13,14,0,cluster6
1518,IA,40,8,17,3,cluster8
1519,CO,23,7,22,0,cluster9
1520,MS,40,14,14,3,cluster0
1521,WA,36,9,8,12,cluster3
1522,NH,32,9,2,3,cluster3
1523,NE,37,9,15,3,cluster3
1524,IN,37,10,4,3,cluster3
1525,NM,33,10,8,6,cluster3
1526,IA,31,10,18,3,cluster5
1527,KS,35,11,0,3,cluster2
1528,MT,32,10,0,3,cluster3
1529,NY,30,8,12,9,cluster5
1530,TX,37,7,9,9,cluster8
1531,VT,26,8,24,3,cluster9
1532,TX,37,10,0,0,cluster3
1533,IA,33,8,11,3,cluster8
1534,UT,31,10,10,3,cluster5
1535,GA,40,16,0,0,cluster7
1536,CO,23,5,7,0,cluster9
1537,TX,35,10,0,0,cluster3
1538,DE,34,12,9,3,cluster2
1539,NE,37,9,0,6,cluster3
1540,IL,32,8,9,15,cluster8
1541,MT,34,9,0,3,cluster3
1542,WY,28,9,17,3,cluster5
1543,MO,35,11,33,3,cluster4
1544,AR,32,11,12,3,cluster2
1545,WV,40,15,0,3,cluster7
1546,TX,38,10,0,0,cluster1
1547,CA,31,9,12,12,cluster5
1548,IL,36,9,0,0,cluster3
1549,IA,37,8,24,3,cluster8
1550,AR,45,15,8,3,cluster7
1551,NE,34,8,0,3,cluster8
1552,AR,42,13,0,3,cluster6
1553,VA,36,11,8,0,cluster2
1554,GA,27,8,11,21,cluster5
1555,NH,27,9,15,6,cluster5
1556,TX,36,12,61,0,cluster4
1557,OR,29,9,14,9,cluster5
1558,IL,36,9,6,3,cluster3
1559,WY,24,9,0,6,cluster5
1560,VA,36,13,0,0,cluster0
1561,NE,32,9,34,3,cluster4
1562,IN,34,10,10,3,cluster3
1563,SD,48,14,0,3,cluster7
1564,WY,32,9,17,6,cluster5
1565,IA,29,8,13,6,cluster5
1566,VA,38,12,9,3,cluster6
1567,TX,37,11,8,3,cluster1
1568,NC,42,13,13,6,cluster6
1569,TN,32,12,5,6,cluster2
1570,SC,38,15,0,0,cluster0
1571,AR,35,12,3,3,cluster2
1572,MI,41,13,4,3,cluster6
1573,AR,44,11,7,0,cluster1
1574,TX,27,8,7,21,cluster5
1575,FL,32,11,8,6,cluster2
1576,OH,42,11,2,3,cluster1
1577,LA,40,14,2,6,cluster0
1578,CO,19,6,10,18,cluster9
1579,MI,37,9,21,3,cluster3
1580,IN,35,12,0,0,cluster2
1581,WA,31,9,9,6,cluster5
1582,CO,20,6,22,3,cluster9
1583,WY,25,5,18,3,cluster9
1584,WV,38,14,3,3,cluster0
1585,KY,40,12,7,3,cluster6
1586,CA,26,7,17,12,cluster9
1587,NJ,38,10,18,6,cluster1
1588,FL,24,9,16,3,cluster5
1589,OR,31,7,10,6,cluster8
1590,GA,30,9,9,12,cluster5
1591,IL,31,10,10,3,cluster5
1592,MN,39,8,5,0,cluster8
1593,CO,17,4,22,3,cluster9
1594,NE,33,10,10,6,cluster3
1595,NE,34,9,10,3,cluster3
1596,NC,41,11,7,3,cluster1
1597,TX,36,12,0,0,cluster2
1598,WI,33,9,15,9,cluster5
1599,WI,32,9,14,6,cluster5
1600,MT,47,10,11,3,cluster1
1601,VA,34,10,7,3,cluster3
1602,MS,39,13,0,3,cluster0
1603,CA,27,8,17,9,cluster5
1604,TX,38,12,5,3,cluster6
1605,MS,34,12,0,3,cluster2
1606,UT,29,7,10,0,cluster9
1607,OH,33,9,9,9,cluster3
1608,CO,23,6,10,6,cluster9
1609,AR,40,13,0,3,cluster6
1610,MO,35,12,19,0,cluster2
1611,KY,42,14,0,3,cluster0
1612,MN,35,9,9,6,cluster3
1613,OR,30,9,9,3,cluster5
1614,MS,41,14,0,3,cluster0
1615,FL,32,12,8,9,cluster2
1616,CA,23,8,11,30,cluster9
1617,PA,35,11,13,6,cluster2
1618,WA,31,9,5,0,cluster5
1619,ND,35,10,31,3,cluster4
1620,IA,33,10,0,3,cluster3
1621,MO,39,10,0,3,cluster1
1622,GA,33,10,11,3,cluster3
1623,AL,39,18,0,3,cluster7
1624,NE,34,9,0,3,cluster3
1625,KS,41,10,0,3,cluster1
1626,ND,32,11,0,3,cluster2
1627,KS,37,11,0,0,cluster1
1628,KS,37,11,40,3,cluster4
1629,FL,31,10,9,9,cluster5
1630,KY,43,12,0,3,cluster6
1631,OH,37,11,5,6,cluster1
1632,OH,35,9,12,3,cluster3
1633,WV,38,17,0,3,cluster7
1634,IL,32,8,11,3,cluster8
1635,AR,44,13,7,0,cluster6
1636,IL,30,7,13,9,cluster8
1637,OH,36,10,3,6,cluster3
1638,IA,32,8,28,3,cluster5
1639,ID,30,9,4,0,cluster5
1640,AR,43,15,17,3,cluster7
1641,TX,37,11,0,3,cluster1
1642,NY,30,7,14,3,cluster8
1643,KY,40,11,0,3,cluster1
1644,SC,46,16,0,0,cluster7
1645,NY,32,10,11,9,cluster3
1646,MN,33,9,6,3,cluster3
1647,GA,26,8,11,21,cluster5
1648,MO,33,9,14,6,cluster5
1649,MN,29,6,10,6,cluster9
1650,AL,35,13,8,6,cluster0
1651,OK,38,12,4,3,cluster6
1652,TN,41,13,7,0,cluster6
1653,ID,36,10,0,3,cluster3
1654,NV,34,11,14,6,cluster2
1655,OK,41,15,0,3,cluster7
1656,TX,37,9,2,3,cluster3
1657,TN,41,12,0,0,cluster6
1658,TX,33,9,4,15,cluster3
1659,KY,39,13,0,0,cluster0
1660,MI,39,9,10,3,cluster3
1661,GA,39,14,8,3,cluster0
1662,TX,37,9,5,3,cluster3
1663,TX,35,8,8,27,cluster8
1664,MS,47,15,0,3,cluster7
1665,IN,38,12,10,3,cluster6
1666,KS,34,9,13,3,cluster3
1667,IL,40,10,7,3,cluster1
1668,WI,34,10,7,6,cluster3
1669,MI,37,10,9,3,cluster3
1670,TN,37,12,2,6,cluster6
1671,GA,42,13,0,0,cluster6
1672,TX,38,11,33,3,cluster4
1673,KS,38,11,0,3,cluster1
1674,OH,34,11,10,12,cluster2
1675,OH,34,10,9,3,cluster3
1676,AR,41,13,17,3,cluster6
1677,SD,26,8,12,9,cluster5
1678,OH,32,11,12,6,cluster2
1679,NE,36,9,0,6,cluster3
1680,WV,41,12,8,3,cluster6
1681,CA,19,7,14,30,cluster9
1682,CO,34,6,12,3,cluster8
1683,IL,37,10,10,3,cluster3
1684,NE,32,9,4,0,cluster3
1685,OR,37,10,0,0,cluster3
1686,KS,36,11,27,3,cluster4
1687,OK,41,12,0,3,cluster6
1688,OK,41,10,5,6,cluster1
1689,ND,35,11,0,0,cluster2
1690,MN,35,8,25,3,cluster8
1691,CO,21,5,14,12,cluster9
1692,FL,32,12,5,3,cluster2
1693,TX,35,10,11,3,cluster3
1694,KS,37,11,0,3,cluster1
1695,OH,38,12,10,6,cluster6
1696,GA,35,12,0,0,cluster2
1697,FL,23,7,22,9,cluster9
1698,IA,31,8,12,6,cluster5
1699,NY,34,9,11,6,cluster3
1700,MN,34,9,0,3,cluster3
1701,KY,35,11,12,3,cluster2
1702,LA,41,13,0,0,cluster6
1703,KY,42,13,0,0,cluster6
1704,GA,36,11,0,0,cluster2
1705,ID,35,11,0,3,cluster2
1706,VA,32,9,9,3,cluster5
1707,IL,27,9,8,144,cluster5
1708,AR,38,11,0,0,cluster1
1709,VA,31,9,11,6,cluster5
1710,NE,38,10,19,3,cluster1
1711,IN,34,13,11,6,cluster0
1712,AL,50,19,9,0,cluster7
1713,CA,33,9,13,6,cluster3
1714,IL,35,9,12,6,cluster3
1715,CA,37,7,4,3,cluster8
1716,TN,40,13,11,0,cluster0
1717,NE,33,9,0,3,cluster3
1718,WI,37,9,14,3,cluster3
1719,MD,31,10,11,6,cluster5
1720,VA,33,8,14,3,cluster8
1721,SD,35,12,19,3,cluster2
1722,TN,40,11,22,0,cluster1
1723,KY,35,9,14,12,cluster3
1724,NE,33,9,11,3,cluster3
1725,MT,32,8,11,3,cluster8
1726,VA,38,11,0,3,cluster1
1727,NE,33,10,0,0,cluster3
1728,IA,31,7,6,12,cluster8
1729,WI,35,7,12,3,cluster8
1730,AL,39,14,0,0,cluster0
1731,LA,44,13,3,0,cluster6
1732,TX,39,9,5,3,cluster3
1733,MD,34,11,13,3,cluster2
1734,IL,32,10,12,15,cluster5
1735,IA,39,11,20,6,cluster1
1736,NY,34,10,11,6,cluster3
1737,NY,35,10,9,0,cluster3
1738,CO,26,4,0,3,cluster9
1739,ND,37,11,0,3,cluster1
1740,NC,39,13,2,3,cluster0
1741,NE,31,9,36,3,cluster4
1742,MO,36,11,20,0,cluster2
1743,NE,34,9,0,0,cluster3
1744,IN,33,9,9,3,cluster3
1745,NC,39,15,4,3,cluster7
1746,VA,35,13,0,0,cluster0
1747,SD,38,10,0,3,cluster1
1748,KY,44,13,0,0,cluster6
1749,MT,27,8,27,3,cluster5
1750,MI,38,10,10,3,cluster1
1751,WV,40,12,6,3,cluster6
1752,GA,38,12,0,3,cluster6
1753,KY,38,12,0,3,cluster6
1754,KS,38,10,0,3,cluster1
1755,TN,40,12,12,9,cluster6
1756,TX,36,9,9,9,cluster3
1757,LA,38,11,0,3,cluster1
1758,SD,39,12,0,0,cluster6
1759,WI,34,9,11,3,cluster3
1760,MN,34,9,9,3,cluster3
1761,NC,34,12,6,3,cluster2
1762,MO,39,13,10,0,cluster0
1763,MN,36,8,6,6,cluster8
1764,IA,33,8,18,3,cluster8
1765,SC,38,11,6,3,cluster1
1766,CA,31,9,9,6,cluster5
1767,TN,41,12,3,3,cluster6
1768,AL,39,14,0,3,cluster0
1769,GA,37,13,7,0,cluster0
1770,OK,38,12,14,3,cluster6
1771,NC,32,14,7,3,cluster0
1772,NJ,24,8,15,9,cluster9
1773,NE,33,9,6,3,cluster3
1774,MA,25,7,13,6,cluster9
1775,KS,37,10,21,3,cluster4
1776,NV,36,11,11,6,cluster2
1777,LA,38,11,5,6,cluster1
1778,AK,33,6,8,3,cluster8
1779,IL,40,10,7,3,cluster1
1780,SC,31,10,13,18,cluster5
1781,IA,33,9,12,6,cluster3
1782,WA,30,8,9,9,cluster5
1783,TX,38,10,11,3,cluster1
1784,OK,38,13,10,3,cluster0
1785,GA,34,12,0,3,cluster2
1786,MO,40,13,0,0,cluster6
1787,SD,46,18,0,3,cluster7
1788,KS,41,9,0,3,cluster1
1789,NE,33,11,0,3,cluster2
1790,GA,41,13,16,3,cluster6
1791,FL,23,10,14,12,cluster5
1792,TN,39,10,0,3,cluster1
1793,MI,37,11,0,3,cluster1
1794,TN,43,13,11,3,cluster6
1795,TX,34,10,0,0,cluster3
1796,OK,39,10,8,6,cluster1
1797,MS,40,15,3,3,cluster7
1798,MS,41,13,0,3,cluster6
1799,WI,33,9,15,9,cluster5
1800,OH,38,11,5,6,cluster1
1801,AL,40,13,8,9,cluster6
1802,MN,34,9,15,6,cluster3
1803,GA,37,11,4,3,cluster1
1804,CO,28,7,8,3,cluster9
1805,WV,42,17,4,0,cluster7
1806,OH,36,14,0,3,cluster0
1807,KS,36,9,13,3,cluster3
1808,WV,34,12,3,3,cluster2
1809,CO,30,8,5,3,cluster5
1810,MS,42,14,12,3,cluster0
1811,TX,40,11,3,3,cluster1
1812,ND,37,9,0,3,cluster3
1813,MN,32,11,6,3,cluster2
1814,KS,36,11,9,6,cluster2
1815,MN,36,9,6,6,cluster3
1816,IA,37,8,10,6,cluster8
1817,NM,27,8,3,3,cluster5
1818,NJ,30,9,18,6,cluster5
1819,FL,33,11,10,0,cluster2
1820,TX,36,12,12,6,cluster2
1821,VA,37,12,23,3,cluster2
1822,SC,22,9,12,6,cluster5
1823,WA,34,10,8,3,cluster3
1824,IL,37,10,0,6,cluster3
1825,IN,32,9,7,6,cluster5
1826,IN,36,12,8,3,cluster2
1827,WI,32,9,12,6,cluster5
1828,TX,38,12,0,0,cluster6
1829,CA,31,7,7,6,cluster8
1830,TX,38,9,0,0,cluster3
1831,OK,40,14,5,3,cluster0
1832,OH,30,9,18,3,cluster5
1833,NE,33,9,9,6,cluster3
1834,FL,29,10,9,30,cluster5
1835,GA,36,14,5,3,cluster0
1836,AR,43,13,0,0,cluster6
1837,OH,34,12,13,3,cluster2
1838,CO,30,8,0,0,cluster8
1839,MN,35,8,14,3,cluster8
1840,TN,33,9,9,27,cluster5
1841,NE,32,9,0,3,cluster3
1842,RI,23,7,15,6,cluster9
1843,TN,39,12,2,6,cluster6
1844,MI,36,11,6,3,cluster2
1845,NE,36,9,12,9,cluster3
1846,CO,23,7,4,3,cluster9
1847,NE,33,12,0,3,cluster2
1848,MD,36,10,8,3,cluster3
1849,PA,41,14,6,6,cluster0
1850,GA,38,14,0,3,cluster0
1851,GA,36,9,16,0,cluster3
1852,VA,39,11,8,3,cluster1
1853,MN,37,9,13,6,cluster3
1854,VA,34,12,0,3,cluster2
1855,UT,18,4,19,3,cluster9
1856,WV,40,13,14,0,cluster0
1857,LA,45,12,10,6,cluster6
1858,MD,29,9,12,3,cluster5
1859,NC,39,11,10,3,cluster1
1860,AK,32,7,20,9,cluster8
1861,MO,40,11,0,0,cluster1
1862,TX,33,12,0,0,cluster2
1863,MO,38,10,0,0,cluster1
1864,IA,31,9,13,9,cluster5
1865,TN,39,11,0,3,cluster1
1866,SC,28,10,13,18,cluster5
1867,TX,38,10,0,0,cluster1
1868,MD,28,10,19,3,cluster5
1869,WV,40,13,7,0,cluster6
1870,GA,38,12,0,3,cluster6
1871,IA,34,10,22,3,cluster4
1872,MN,31,7,16,3,cluster8
1873,WA,32,10,8,15,cluster3
1874,KS,35,13,0,3,cluster0
1875,MN,35,8,14,6,cluster8
1876,ID,30,8,4,0,cluster5
1877,CA,28,7,7,12,cluster9
1878,GA,36,13,5,3,cluster0
1879,VA,32,10,6,3,cluster3
1880,OK,39,12,14,3,cluster6
1881,TX,36,12,8,3,cluster2
1882,UT,34,9,0,6,cluster3
1883,MO,40,11,18,3,cluster1
1884,OK,37,11,0,3,cluster1
1885,MS,39,15,7,6,cluster7
1886,NE,36,9,0,0,cluster3
1887,IN,39,9,6,3,cluster3
1888,NY,27,10,4,39,cluster5
1889,KY,39,14,0,0,cluster0
1890,WI,32,9,7,3,cluster5
1891,SC,33,11,11,6,cluster2
1892,OH,35,12,12,6,cluster2
1893,MO,41,12,3,3,cluster6
1894,KS,39,11,20,3,cluster1
1895,TX,35,12,0,0,cluster2
1896,IL,31,9,13,6,cluster5
1897,IL,33,9,17,3,cluster5
1898,CA,31,9,9,24,cluster5
1899,VA,38,11,19,3,cluster1
1900,CO,27,8,9,6,cluster5
1901,AR,44,13,8,0,cluster6
1902,VA,36,8,0,0,cluster8
1903,PA,37,11,9,0,cluster1
1904,AR,42,13,0,6,cluster6
1905,WI,34,9,14,3,cluster3
1906,TN,38,11,7,0,cluster1
1907,IN,34,12,8,3,cluster2
1908,VA,35,12,7,6,cluster2
1909,NE,34,7,0,3,cluster8
1910,IA,40,8,12,3,cluster8
1911,TX,39,10,0,3,cluster1
1912,MN,35,7,25,3,cluster8
1913,WI,36,10,19,3,cluster3
1914,TN,34,13,7,3,cluster0
1915,FL,37,12,10,6,cluster2
1916,WV,40,14,7,0,cluster0
1917,IL,33,10,7,3,cluster3
1918,VA,37,13,0,0,cluster0
1919,IL,34,9,12,6,cluster3
1920,CO,28,6,14,3,cluster9
1921,IN,36,10,7,3,cluster3
1922,GA,35,13,0,3,cluster0
1923,AR,44,12,5,0,cluster6
1924,TX,38,11,14,0,cluster1
1925,OK,41,12,0,3,cluster6
1926,MO,37,11,15,3,cluster2
1927,MT,29,8,0,0,cluster5
1928,GA,41,14,13,3,cluster0
1929,AL,34,12,8,15,cluster2
1930,MO,36,10,6,0,cluster3
1931,FL,33,14,0,3,cluster0
1932,IL,33,12,0,0,cluster2
1933,MO,39,11,15,0,cluster1
1934,CO,25,6,0,0,cluster9
1935,ME,32,9,12,6,cluster5
1936,PA,33,10,11,3,cluster3
1937,MD,32,12,13,3,cluster2
1938,SD,33,10,24,3,cluster4
1939,CA,34,8,3,3,cluster8
1940,KY,40,12,7,0,cluster6
1941,MI,37,10,15,3,cluster3
1942,NY,33,10,12,15,cluster3
1943,AL,41,13,2,0,cluster6
1944,NE,30,7,15,12,cluster8
1945,OH,30,11,13,12,cluster2
1946,LA,37,12,9,15,cluster2
1947,VA,34,10,8,0,cluster3
1948,WI,31,8,17,3,cluster5
1949,PA,31,10,10,3,cluster5
1950,PA,37,9,5,3,cluster3
1951,CA,31,10,8,12,cluster5
1952,KS,39,12,6,6,cluster6
1953,IA,32,9,9,0,cluster5
1954,KY,42,12,8,3,cluster6
1955,NY,31,9,4,3,cluster5
1956,ND,37,11,0,0,cluster1
1957,KY,41,14,0,0,cluster0
1958,TX,39,13,0,3,cluster0
1959,TX,37,10,0,0,cluster3
1960,LA,42,14,2,6,cluster0
1961,TN,43,14,16,3,cluster0
1962,TN,36,12,8,3,cluster2
1963,CT,34,9,12,6,cluster3
1964,MT,33,8,12,3,cluster8
1965,TN,38,13,5,3,cluster0
1966,IL,37,10,6,3,cluster3
1967,NE,34,7,0,3,cluster8
1968,IN,35,11,6,0,cluster2
1969,LA,39,13,10,3,cluster0
1970,IN,35,11,14,6,cluster2
1971,IL,32,9,0,3,cluster3
1972,OH,33,11,5,3,cluster2
1973,TN,37,12,12,6,cluster2
1974,GA,34,10,10,6,cluster3
1975,CO,18,4,13,6,cluster9
1976,NC,32,12,12,3,cluster2
1977,TX,36,9,0,3,cluster3
1978,OH,39,9,5,6,cluster3
1979,MI,38,13,9,3,cluster0
1980,VA,35,7,12,6,cluster8
1981,GA,31,12,6,3,cluster2
1982,VA,39,13,6,0,cluster0
1983,NC,43,15,5,3,cluster7
1984,NC,35,10,11,0,cluster3
1985,TX,34,12,0,3,cluster2
1986,AR,39,13,0,3,cluster0
1987,CA,29,9,7,45,cluster5
1988,UT,29,8,7,6,cluster5
1989,MI,36,11,11,6,cluster2
1990,NY,31,10,11,21,cluster5
1991,KS,36,10,31,0,cluster4
1992,AK,35,7,0,0,cluster8
1993,GA,28,10,14,3,cluster5
1994,MS,45,14,0,3,cluster7
1995,KS,36,9,0,0,cluster3
1996,TX,31,9,10,9,cluster5
1997,GA,44,17,0,0,cluster7
1998,GA,35,11,11,3,cluster2
1999,VA,33,10,0,0,cluster3
2000,OH,41,12,7,3,cluster6
2001,FL,34,11,0,3,cluster2
2002,TN,40,12,9,3,cluster6
2003,OK,37,12,0,3,cluster6
2004,KY,41,13,0,3,cluster6
2005,MO,40,13,5,0,cluster6
2006,WA,31,7,2,6,cluster8
2007,NE,41,9,0,0,cluster1
2008,VA,33,12,6,0,cluster2
2009,NM,28,9,3,3,cluster5
2010,AR,36,12,5,3,cluster2
2011,MN,35,10,9,6,cluster3
2012,GA,36,10,0,0,cluster3
2013,GA,33,11,8,3,cluster2
2014,TN,40,13,0,0,cluster6
2015,MI,38,10,8,3,cluster1
2016,FL,33,11,8,3,cluster2
2017,NE,33,9,6,3,cluster3
2018,AK,37,7,44,3,cluster4
2019,TN,39,11,0,3,cluster1
2020,TX,35,11,14,0,cluster2
2021,AR,37,10,11,3,cluster3
2022,OK,38,13,0,3,cluster0
2023,GA,37,11,4,3,cluster1
2024,KY,43,13,0,3,cluster6
2025,ND,36,10,0,3,cluster3
2026,NY,35,10,8,6,cluster3
2027,IL,35,9,5,3,cluster3
2028,AR,38,13,0,0,cluster0
2029,TN,38,10,7,3,cluster1
2030,ID,29,9,8,0,cluster5
2031,NM,34,12,4,6,cluster2
2032,TX,39,9,7,3,cluster3
2033,SC,43,15,3,3,cluster7
2034,IA,37,8,14,3,cluster8
2035,TX,36,10,6,3,cluster3
2036,WV,41,16,4,0,cluster7
2037,IA,34,9,15,3,cluster3
2038,MO,38,11,12,3,cluster1
2039,GA,42,13,0,0,cluster6
2040,KY,40,12,0,0,cluster6
2041,TN,39,12,0,3,cluster6
2042,MO,37,8,0,0,cluster8
2043,KS,37,10,0,3,cluster3
2044,KY,40,13,7,3,cluster6
2045,KY,39,13,0,3,cluster0
2046,MN,40,8,0,0,cluster8
2047,KS,42,11,0,3,cluster1
2048,MO,40,11,13,3,cluster1
2049,IN,37,10,4,3,cluster3
2050,ID,35,9,0,0,cluster3
2051,TX,38,12,0,0,cluster6
2052,IN,33,10,15,18,cluster3
2053,IA,35,9,6,3,cluster3
2054,MI,36,11,6,3,cluster2
2055,KY,39,12,14,0,cluster6
2056,WY,33,7,15,3,cluster8
2057,NJ,28,11,23,3,cluster5
2058,MT,34,9,0,3,cluster3
2059,TX,36,10,0,0,cluster3
2060,LA,41,12,8,3,cluster6
2061,OH,41,10,6,3,cluster1
2062,IN,41,12,8,3,cluster6
2063,KY,44,11,7,0,cluster1
2064,PA,38,11,9,0,cluster1
2065,VA,44,12,4,3,cluster6
2066,TX,36,11,0,0,cluster2
2067,IN,35,13,7,3,cluster0
2068,KS,35,12,8,6,cluster2
2069,MO,37,10,10,0,cluster3
2070,PA,36,13,4,6,cluster0
2071,KY,42,15,0,3,cluster7
2072,NE,36,8,7,6,cluster8
2073,WI,33,8,13,6,cluster8
2074,MO,34,9,4,3,cluster3
2075,SD,39,12,0,6,cluster6
2076,VA,34,13,0,0,cluster0
2077,NC,29,9,8,6,cluster5
2078,MI,40,13,9,3,cluster6
2079,GA,39,14,0,0,cluster0
2080,KS,33,11,0,6,cluster2
2081,IL,36,7,15,3,cluster8
2082,NJ,30,10,12,6,cluster5
2083,NC,38,12,5,3,cluster6
2084,NE,34,10,31,3,cluster4
2085,OR,37,10,8,9,cluster3
2086,IN,40,10,10,3,cluster1
2087,MT,29,8,0,3,cluster5
2088,SD,42,15,0,0,cluster7
2089,MT,33,8,57,3,cluster4
2090,OK,40,13,3,3,cluster6
2091,NE,35,11,0,3,cluster2
2092,PA,34,11,15,6,cluster2
2093,MT,31,9,0,0,cluster5
2094,NV,29,8,0,0,cluster5
2095,VT,25,7,12,6,cluster9
2096,OH,39,11,0,0,cluster1
2097,CO,29,8,0,3,cluster5
2098,WI,34,9,7,9,cluster3
2099,KY,41,15,3,6,cluster7
2100,IN,36,9,12,3,cluster3
2101,ND,33,10,0,0,cluster3
2102,WV,35,12,6,3,cluster2
2103,NC,39,12,8,3,cluster6
2104,TX,36,11,0,0,cluster2
2105,TX,35,9,5,3,cluster3
2106,SC,44,13,0,3,cluster6
2107,KS,40,11,0,3,cluster1
2108,KY,34,10,11,3,cluster3
2109,FL,28,12,11,15,cluster2
2110,GA,44,17,15,0,cluster7
2111,TX,36,10,57,0,cluster4
2112,FL,37,11,0,0,cluster1
2113,TX,36,11,0,0,cluster2
2114,CO,30,5,22,0,cluster9
2115,KY,46,16,0,3,cluster7
2116,OK,38,9,6,3,cluster3
2117,TX,32,10,10,3,cluster3
2118,AL,39,14,4,3,cluster0
2119,TN,38,11,8,3,cluster1
2120,WV,40,13,8,3,cluster6
2121,IN,38,9,11,6,cluster3
2122,WI,36,9,9,12,cluster3
2123,OK,43,14,0,3,cluster7
2124,CA,26,7,13,24,cluster9
2125,TX,37,11,0,6,cluster1
2126,IA,34,10,29,0,cluster4
2127,OH,36,11,7,3,cluster2
2128,AK,35,7,23,6,cluster8
2129,TX,37,11,7,3,cluster1
2130,TX,35,9,0,3,cluster3
2131,OK,37,14,0,3,cluster0
2132,ND,34,10,0,0,cluster3
2133,SC,41,13,4,3,cluster6
2134,OK,38,13,0,3,cluster0
2135,VA,37,10,16,0,cluster3
